run_data_dir,method,pair_name,image_name,tool,role_a,role_b,role_a_path,role_b_path,return_code,elapsed_sec,stdout_log,stderr_log
data/baseline/2,statistical,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00499.png,data/baseline/2/results_raw/statistical/secret/00499.png,0,0.874659538269043,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00499_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00599.png,data/baseline/2/results_raw/statistical/secret/00599.png,0,0.9115695953369141,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00599_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00699.png,data/baseline/2/results_raw/statistical/secret/00699.png,0,0.9105072021484375,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00699_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00799.png,data/baseline/2/results_raw/statistical/secret/00799.png,0,0.933678150177002,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00799_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00899.png,data/baseline/2/results_raw/statistical/secret/00899.png,0,0.8857884407043457,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00899_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/00999.png,data/baseline/2/results_raw/statistical/secret/00999.png,0,0.9213104248046875,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_00999_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/01099.png,data/baseline/2/results_raw/statistical/secret/01099.png,0,0.8742153644561768,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01099_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,01199.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/01199.png,data/baseline/2/results_raw/statistical/secret/01199.png,0,0.9151363372802734,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01199_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01199_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,01299.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/01299.png,data/baseline/2/results_raw/statistical/secret/01299.png,0,0.8789758682250977,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01299_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01299_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,01399.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/01399.png,data/baseline/2/results_raw/statistical/secret/01399.png,0,0.8843269348144531,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01399_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01399_print-diffs_stderr.txt
data/baseline/2,statistical,pre_secret_vs_secret,01499.png,print-diffs,pre_secret,secret,data/baseline/2/results_raw/statistical/pre_secret/01499.png,data/baseline/2/results_raw/statistical/secret/01499.png,0,0.8530294895172119,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01499_print-diffs_stdout.txt,data/baseline/2/aletheia_outputs/logs/statistical_pre_secret_vs_secret_01499_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00099.png,data/baseline/3/results_raw/dct/stego/00099.png,0,0.9423317909240723,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00099_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00199.png,data/baseline/3/results_raw/dct/stego/00199.png,0,0.922842264175415,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00199_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00299.png,data/baseline/3/results_raw/dct/stego/00299.png,0,0.9115557670593262,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00299_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00399.png,data/baseline/3/results_raw/dct/stego/00399.png,0,0.9898326396942139,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00399_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00499.png,data/baseline/3/results_raw/dct/stego/00499.png,0,0.9289255142211914,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00499_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00599.png,data/baseline/3/results_raw/dct/stego/00599.png,0,0.9600207805633545,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00599_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00699.png,data/baseline/3/results_raw/dct/stego/00699.png,0,0.947437047958374,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00699_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00799.png,data/baseline/3/results_raw/dct/stego/00799.png,0,0.9162356853485107,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00799_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00899.png,data/baseline/3/results_raw/dct/stego/00899.png,0,0.8911070823669434,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00899_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/00999.png,data/baseline/3/results_raw/dct/stego/00999.png,0,0.9076907634735107,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_00999_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/01099.png,data/baseline/3/results_raw/dct/stego/01099.png,0,0.8597621917724609,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01099_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/01199.png,data/baseline/3/results_raw/dct/stego/01199.png,0,0.8939311504364014,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01199_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/01299.png,data/baseline/3/results_raw/dct/stego/01299.png,0,0.8715658187866211,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01299_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/01399.png,data/baseline/3/results_raw/dct/stego/01399.png,0,0.9053640365600586,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01399_print-diffs_stderr.txt
data/baseline/3,dct,cover_vs_stego,01499.png,print-diffs,cover,stego,data/baseline/3/results_raw/dct/cover/01499.png,data/baseline/3/results_raw/dct/stego/01499.png,0,0.8978705406188965,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_cover_vs_stego_01499_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00099.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00099.png,data/baseline/3/results_raw/dct/secret/00099.png,0,0.9613683223724365,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00099_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00199.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00199.png,data/baseline/3/results_raw/dct/secret/00199.png,0,0.9384250640869141,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00199_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00299.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00299.png,data/baseline/3/results_raw/dct/secret/00299.png,0,0.8912234306335449,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00299_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00399.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00399.png,data/baseline/3/results_raw/dct/secret/00399.png,0,1.0384812355041504,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00399_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00499.png,data/baseline/3/results_raw/dct/secret/00499.png,0,0.9555704593658447,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00499_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00599.png,data/baseline/3/results_raw/dct/secret/00599.png,0,0.8914899826049805,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00599_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00699.png,data/baseline/3/results_raw/dct/secret/00699.png,0,0.9855148792266846,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00699_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00799.png,data/baseline/3/results_raw/dct/secret/00799.png,0,0.8832681179046631,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00799_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00899.png,data/baseline/3/results_raw/dct/secret/00899.png,0,0.9512553215026855,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00899_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/00999.png,data/baseline/3/results_raw/dct/secret/00999.png,0,0.925980806350708,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_00999_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/01099.png,data/baseline/3/results_raw/dct/secret/01099.png,0,0.9642314910888672,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01099_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,01199.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/01199.png,data/baseline/3/results_raw/dct/secret/01199.png,0,0.8453764915466309,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01199_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,01299.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/01299.png,data/baseline/3/results_raw/dct/secret/01299.png,0,0.9664075374603271,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01299_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,01399.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/01399.png,data/baseline/3/results_raw/dct/secret/01399.png,0,0.886608362197876,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01399_print-diffs_stderr.txt
data/baseline/3,dct,pre_secret_vs_secret,01499.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dct/pre_secret/01499.png,data/baseline/3/results_raw/dct/secret/01499.png,0,0.9249203205108643,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dct_pre_secret_vs_secret_01499_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00099.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00099.png,data/baseline/3/results_raw/dwt/stego/00099.png,0,0.9966022968292236,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00099_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00199.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00199.png,data/baseline/3/results_raw/dwt/stego/00199.png,0,0.9420981407165527,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00199_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00299.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00299.png,data/baseline/3/results_raw/dwt/stego/00299.png,0,0.8972420692443848,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00299_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00399.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00399.png,data/baseline/3/results_raw/dwt/stego/00399.png,0,0.9846885204315186,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00399_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00499.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00499.png,data/baseline/3/results_raw/dwt/stego/00499.png,0,0.9313461780548096,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00499_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00599.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00599.png,data/baseline/3/results_raw/dwt/stego/00599.png,0,0.9009130001068115,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00599_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00599_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00699.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00699.png,data/baseline/3/results_raw/dwt/stego/00699.png,0,0.9435310363769531,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00699_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00699_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00799.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00799.png,data/baseline/3/results_raw/dwt/stego/00799.png,0,0.9202275276184082,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00799_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00799_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00899.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00899.png,data/baseline/3/results_raw/dwt/stego/00899.png,0,0.9444589614868164,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00899_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00899_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,00999.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/00999.png,data/baseline/3/results_raw/dwt/stego/00999.png,0,0.8553528785705566,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00999_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_00999_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,01099.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/01099.png,data/baseline/3/results_raw/dwt/stego/01099.png,0,0.9132542610168457,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01099_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,01199.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/01199.png,data/baseline/3/results_raw/dwt/stego/01199.png,0,0.8867177963256836,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01199_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,01299.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/01299.png,data/baseline/3/results_raw/dwt/stego/01299.png,0,0.942227840423584,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01299_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,01399.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/01399.png,data/baseline/3/results_raw/dwt/stego/01399.png,0,0.9002373218536377,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01399_print-diffs_stderr.txt
data/baseline/3,dwt,cover_vs_stego,01499.png,print-diffs,cover,stego,data/baseline/3/results_raw/dwt/cover/01499.png,data/baseline/3/results_raw/dwt/stego/01499.png,0,0.8957083225250244,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_cover_vs_stego_01499_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00099.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00099.png,data/baseline/3/results_raw/dwt/secret/00099.png,0,0.9570722579956055,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00099_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00199.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00199.png,data/baseline/3/results_raw/dwt/secret/00199.png,0,0.910332202911377,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00199_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00299.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00299.png,data/baseline/3/results_raw/dwt/secret/00299.png,0,0.8566248416900635,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00299_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00299_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00399.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00399.png,data/baseline/3/results_raw/dwt/secret/00399.png,0,0.9672245979309082,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00399_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00399_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00499.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00499.png,data/baseline/3/results_raw/dwt/secret/00499.png,0,0.981116533279419,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00499_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00499_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00599.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00599.png,data/baseline/3/results_raw/dwt/secret/00599.png,0,0.9150259494781494,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00599_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00599_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00699.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00699.png,data/baseline/3/results_raw/dwt/secret/00699.png,0,0.9184060096740723,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00699_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00699_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00799.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00799.png,data/baseline/3/results_raw/dwt/secret/00799.png,0,0.9013187885284424,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00799_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00799_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00899.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00899.png,data/baseline/3/results_raw/dwt/secret/00899.png,0,0.925117015838623,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00899_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00899_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,00999.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/00999.png,data/baseline/3/results_raw/dwt/secret/00999.png,0,0.928950309753418,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00999_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_00999_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,01099.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/01099.png,data/baseline/3/results_raw/dwt/secret/01099.png,0,0.9170153141021729,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01099_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01099_print-diffs_stderr.txt
data/baseline/3,dwt,pre_secret_vs_secret,01199.png,print-diffs,pre_secret,secret,data/baseline/3/results_raw/dwt/pre_secret/01199.png,data/baseline/3/results_raw/dwt/secret/01199.png,0,0.8930091857910156,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01199_print-diffs_stdout.txt,data/baseline/3/aletheia_outputs/logs/dwt_pre_secret_vs_secret_01199_print-diffs_stderr.txt
